Supermercado,Fecha_extraccion,Categoria,Articulo,Precio,id,Nombre_Extraido,Detalle_Extraido,Marca_Extraida,Cantidad_Extraida
IBERIA,03-09-2025 16:49:50,Abarrotes,AUNT JEMIMA PANCAKE MIX BUTT C 32 OZ,240.0,47,PANCAKE MIX,BUTTERMILK (se puede inferir de la variante del producto),AUNT JEMIMA,32 OZ
IBERIA,03-09-2025 19:08:50,Abarrotes,SANTIVERI SAL MARINA GRUESA 1 KG,70.0,1370,SAL MARINA GRUESA,GRUESA,SANTIVERI,1 KG
IBERIA,03-09-2025 19:20:03,Abarrotes,SPAGUETIS PRINCESA 400 GRS.,35.0,1433,Spaguetis,Princesa,Princesa,400 grs
IBERIA,03-09-2025 16:49:50,Abarrotes,AUNT JEMIMA PANCAKE MIX COMP 16 OZ,160.0,48,PANCAKE MIX,,AUNT JEMIMA,16 OZ
IBERIA,03-09-2025 18:46:13,Abarrotes,PATA DE RES CRIOLLA,115.0,1182,Pata de Res Criolla,,,
IBERIA,03-09-2025 19:08:50,Abarrotes,SANTIVERI SAL MARINA YODADA 1KG,95.0,1371,SAL MARINA YODADA,,SANTIVERI,1KG
IBERIA,03-09-2025 18:23:40,Abarrotes,MAGGI SAZONADOR NATURISIMO 48X180G N2 DO,90.0,930,SAZONADOR NATURISIMO,,MAGGI,48x180g
IBERIA,03-09-2025 19:20:03,Abarrotes,SPAR ALBONDIGAS C/GUISANTE 415GR,175.0,1434,Albóndigas,Con guisantes,Spar,415gr
IBERIA,03-09-2025 18:46:13,Abarrotes,PAVO EN TROZOS PREMIUM EN AGUA BALDOM 24,100.0,1183,Pavo en trozos,"Premium, en agua",Baldom,24 unidades
IBERIA,03-09-2025 16:49:50,Abarrotes,AUNT JEMIMA PANCAKE MIX COMP 32 OZ,250.0,49,PANCAKE MIX,,AUNT JEMIMA,32 OZ
IBERIA,03-09-2025 19:20:03,Abarrotes,SPAR COCIDO CASERO 440GR,215.0,1435,COCIDO CASERO,,SPAR,440GR
IBERIA,03-09-2025 18:23:40,Abarrotes,MAGGI SOPA GALLINA CRIOLLA R/8701582,36.0,931,SOPA GALLINA CRIOLLA,,MAGGI,
IBERIA,03-09-2025 18:46:13,Abarrotes,PEANUTS PLANTERS / 16 0Z.,325.0,1184,Peanuts,,Planters,16 Oz
IBERIA,03-09-2025 19:08:50,Abarrotes,SANTIVERI TORTITAS DE ARROZ QUINOA,145.0,1372,TORTITAS DE ARROZ QUINOA,,SANTIVERI,
IBERIA,03-09-2025 16:49:50,Abarrotes,AUNT JEMIMA PANCAKE MIX ORIG 16 OZ,175.0,50,PANCAKE MIX,ORIG,AUNT JEMIMA,16 OZ
IBERIA,03-09-2025 18:23:40,Abarrotes,MAGIC SIDRA ESPU.COCTEL AZUL (BLUE) 75CL,195.0,932,SIDRA ESPU.COCTEL AZUL (BLUE),,MAGIC,75CL
IBERIA,03-09-2025 19:08:50,Abarrotes,SANTIVERI VINAGRE DE MANZANA 750 ML,250.0,1373,VINAGRE DE MANZANA,,SANTIVERI,750 ML
IBERIA,03-09-2025 19:20:03,Abarrotes,SPAR FABADA ASTURIANA 430 GR,190.0,1436,FABADA ASTURIANA,,Spar,430 gr
IBERIA,03-09-2025 18:46:13,Abarrotes,PEARL MCO SYRUP REGULAR 12/24OZ,220.0,1185,MCO Syrup,Regular,PEARL,24oz
IBERIA,03-09-2025 16:49:50,Abarrotes,AUNT JEMIMA PANCAKE MIX ORIG 32 OZ,215.0,51,PANCAKE MIX,ORIG,AUNT JEMIMA,32 OZ
IBERIA,03-09-2025 18:23:40,Abarrotes,MAGIC SIDRA ESPU.UVA ROJA (RED GRAPE) 75 CL,195.0,933,SIDRA,ESPUMOSA DE UVA ROJA (RED GRAPE),MAGIC,75 CL
IBERIA,03-09-2025 19:08:50,Abarrotes,SANTO DOMINGO CAFE DURO EMP. AL VACIO 25,240.0,1374,Cafe Duro,Empacado al vacío,Santo Domingo,25 unidades
IBERIA,03-09-2025 19:20:03,Abarrotes,SPAR GARBANZOS COCIDOS 540GR,105.0,1437,GARBANZOS COCIDOS,,Spar,540gr
IBERIA,03-09-2025 18:46:13,Abarrotes,PECHO DE ALMENDRA CR 1,150.0,1186,Pecho de Almendra,,,1
IBERIA,03-09-2025 16:49:50,Abarrotes,AUNT JEMIMA SYRUP LITE 12 OZ,140.0,52,AUNT JEMIMA SYRUP LITE,,AUNT JEMIMA,12 OZ
IBERIA,03-09-2025 18:23:40,Abarrotes,MAGIC SIDRA ESPUMOSA MIX D/FRUTA 75CL,195.0,934,SIDRA ESPUMOSA,MIX D/FRUTA,MAGIC,75CL
IBERIA,03-09-2025 19:08:50,Abarrotes,SARD PACO FISH EN/ACEITE 48/215.GRS,75.0,1375,SARD PACO,FISH EN/ACEITE,PACO,48/215.GRS
IBERIA,03-09-2025 16:49:50,Abarrotes,AUNT JEMIMA SYRUP ORIG 12 OZ,120.0,53,AUNT JEMIMA SYRUP,ORIG,AUNT JEMIMA,12 OZ
IBERIA,03-09-2025 19:20:03,Abarrotes,SPAR LENTEJAS C/CHO- TOC430,135.0,1438,Lentejas con chorizo,,Spar,
IBERIA,03-09-2025 18:46:13,Abarrotes,PECHUGA DE PAVO CASERIO #114,375.0,1187,Pechuga de pavo,Caserio,#114,
IBERIA,03-09-2025 18:23:40,Abarrotes,MAGIC SIDRA ESPUMOSA DE MANZANA (APPLE) 75CL,195.0,935,SIDRA ESPUMOSA DE MANZANA,"ESPUMOSA, SABOR A MANZANA",MAGIC,75CL
IBERIA,03-09-2025 19:20:03,Abarrotes,SPARKLIN ICE GINGER LIME 12/17 OZ,85.0,1439,ICE GINGER LIME,,SPARKLIN,12/17 OZ
IBERIA,03-09-2025 19:08:50,Abarrotes,SARD PACO FISH TOM PIC 48/215 G 1,75.0,1376,SARD PACO FISH TOM PIC,,PACO FISH,48/215 G
IBERIA,03-09-2025 18:46:13,Abarrotes,PEDIASURE FRESA 8OZ,160.0,1188,PEDIASURE,FRESA,PEDIASURE,8OZ
IBERIA,03-09-2025 16:49:50,Abarrotes,AUYAMA LB,18.0,54,Auyama,,,LB
IBERIA,03-09-2025 18:23:40,Abarrotes,MAGIC SIDRA ESPUMOSA FRESA (STRAWBERRY) 75 CL,195.0,936,SIDRA ESPUMOSA FRESA,"ESPUMOSA, SABOR FRESA",MAGIC,75 CL
IBERIA,03-09-2025 19:08:50,Abarrotes,SARDINA PACO FISH 48/215 P/LOCRIO,70.0,1377,SARDINA,PACO FISH 48/215,PACO FISH,48 p/l
IBERIA,03-09-2025 19:20:03,Abarrotes,SPARKLING ICE AGUA SABORISADA SAB/COCO P,95.0,1440,SPARKLING ICE,AGUA SABORIZADA SAB/COCO,P,
IBERIA,03-09-2025 18:23:40,Abarrotes,MAGIC SIDRA ESPUMOSA PD SP CRIC 75CL,195.0,937,SIDRA ESPUMOSA,PD SP CRIC,MAGIC,75 CL
IBERIA,03-09-2025 18:46:13,Abarrotes,PEDIASURE PLUS TRIP CHOC DHA 900GR,2150.0,1189,PEDIASURE PLUS TRIP CHOC DHA,,,900GR
IBERIA,03-09-2025 16:49:50,Abarrotes,AVENA AMERICANA INSTANTANEA 30/590 GN,85.0,55,Avena Americana Instantánea,,,30/590 (posiblemente gramos o gramos por paquete)
IBERIA,03-09-2025 19:08:50,Abarrotes,SARDINA SIRENA EN ACEITE DE SOYA 50/106G,49.0,1378,SARDINA SIRENA,EN ACEITE DE SOYA,SIRENA,50/106G
IBERIA,03-09-2025 18:46:13,Abarrotes,PEDIASURE S/CHOCOLATE 8OZ,170.0,1190,PEDIASURE,S/CHOCOLATE,No especificada en la descripción proporcionada,8OZ
IBERIA,03-09-2025 19:20:03,Abarrotes,SPARKLING ICE AGUA SABORISADA SAB/KIWI,95.0,1441,SPARKLING ICE,AGUA SABORIZADA,SAB,KIWI
IBERIA,03-09-2025 18:23:40,Abarrotes,MAGIC SIDRA ESPUMOSA UVA BLANCA (WHITE GRAPE),195.0,938,MAGIC SIDRA,ESPUMOSA UVA BLANCA (WHITE GRAPE),MAGIC,
IBERIA,03-09-2025 16:49:50,Abarrotes,AVENA AMERICANA INSTANTANEA 650 GRS.,80.0,56,Avena Americana Instantánea,,,650 GRs
IBERIA,03-09-2025 18:46:13,Abarrotes,PEPINO LB,14.0,1191,PEPINO,,,LB
IBERIA,03-09-2025 19:08:50,Abarrotes,SARDINA SIRENA OICANTE 48/215GR,65.0,1379,SARDINA,SIRENA OICANTE,SIRENA,48/215GR
IBERIA,03-09-2025 16:49:50,Abarrotes,AVENA AMERICANA MOLIA 30/540G R/10322256,85.0,57,Avena Americana,Molienda fina,,540g
IBERIA,03-09-2025 19:20:03,Abarrotes,SPARKLING ICE GRANATE BLUEBERRY 12/17OZ,65.0,1442,SPARKLING ICE,GRANATE BLUEBERRY,,12/17OZ
IBERIA,03-09-2025 19:08:50,Abarrotes,SARDINA SIRENA PICANTE 24/425G,75.0,1380,SARDINA SIRENA,PICANTE,SIRENA,24/425G
IBERIA,03-09-2025 18:23:40,Abarrotes,MAGIC SIDRA PEACH SPARKLING 12X75CL S/AL,195.0,939,SIDRA PEACH SPARKLING,Gaseosa de sidra con sabor a durazno,MAGIC,12x75cl
IBERIA,03-09-2025 18:46:13,Abarrotes,PEPSI COLA REFRESCO 12/450 ML,20.0,1192,Pepsi Cola,,Pepsi,12 x 450 ml
IBERIA,03-09-2025 19:20:03,Abarrotes,SPARKLING ICE LEMONADE STRAWBERRY 12/17O,100.0,1443,SPARKLING ICE LEMONADE STRAWBERRY,,,12/17O
IBERIA,03-09-2025 16:49:50,Abarrotes,AVENA DEL REY INSTANTANEA 20/650G,75.0,58,Avena del Rey Instantánea,,Del Rey,650g
IBERIA,03-09-2025 19:08:50,Abarrotes,SARDINAS FIESTA DEL MAR 155 G (5.5 OZ. ),28.0,1381,SARDINAS,FIESTA DEL MAR,Fiesta del Mar,155 g
IBERIA,03-09-2025 19:20:03,Abarrotes,SPECIAL VAINILLA ALMOND 10/12.9 OZ,330.0,1444,Vainilla Almond,,SPECIAL,12.9 Oz
IBERIA,03-09-2025 18:23:40,Abarrotes,MAICENA INTEGRAL 12 ONZ #21,50.0,940,Maicena Integral,,,12 oz
IBERIA,03-09-2025 18:46:13,Abarrotes,PEPSI-COLA REFRESCO 2 L,80.0,1193,Pepsi-Cola,Refresco,Pepsi,2L
IBERIA,03-09-2025 16:49:50,Abarrotes,AVENA EL REY MOLIDA 20/600G,75.0,59,Avena El Rey,Molida,El Rey,600g
IBERIA,03-09-2025 18:23:40,Abarrotes,MAICENA INTEGRAL DE MAIZ 16 OZ,90.0,941,Maicena Integral de Maiz,,,16 Oz
IBERIA,03-09-2025 19:08:50,Abarrotes,SAZON BALDOM RANCHERO SIN PIMIENTA EN POLVO 10 0Z,75.0,1382,Sazon Baldo,Ranchero sin pimienta en polvo,Baldom,10 oz
IBERIA,03-09-2025 18:46:13,Abarrotes,PERA VERDE LB,130.0,1194,Pera,Verde,,LB
IBERIA,03-09-2025 19:20:03,Abarrotes,SPLENDA FRUTA DEL MONJE R/10722776003272,250.0,1445,SPLENDA FRUTA DEL MONJE,,SPLENDA,
IBERIA,03-09-2025 16:49:50,Abarrotes,AVENA ENTERA CORAZON SANO 20X650GR,105.0,60,Avena Entera,Corazón Sano,Corazón Sano,20x650gr
IBERIA,03-09-2025 18:23:40,Abarrotes,MAICERA HARINA EXTRAFINA 12 OZ,46.0,942,MAICERA,Harina Extrafina,,12 Oz
IBERIA,03-09-2025 19:08:50,Abarrotes,SAZON CONSTANZA POLLO 8 OZ,65.0,1383,Sazon Constanza,Para pollo,Constanza,8 oz
IBERIA,03-09-2025 18:46:13,Abarrotes,PERRIER AGUA BOTELLA 750 ML,160.0,1195,Perrier,Agua botella,Perrier,750 ml
IBERIA,03-09-2025 16:49:50,Abarrotes,AVENA INTEGRAL 12OZ PRODESA,57.0,61,Avena Integral,,Prodesa,12oz
IBERIA,03-09-2025 19:20:03,Abarrotes,SPLENDA FRUTA DEL MONJE R/10722776003296,450.0,1446,SPLENDA FRUTA DEL MONJE,,SPLENDA,
IBERIA,03-09-2025 18:23:40,Abarrotes,MAIZ CON COCO 12/1 KILO LA FAMOSA,210.0,943,MAIZ CON COCO,,LA FAMOSA,12/1 KILO
IBERIA,03-09-2025 19:08:50,Abarrotes,SAZON EL COCINERO 28.7 OZ,120.0,1384,Sazon El Cocinero,,El Cocinero,28.7 Oz
IBERIA,03-09-2025 19:20:03,Abarrotes,SPLENDA LIQUIDO 50ML #14635050,325.0,1447,SPLENDA LIQUIDO,líquido,Splenda,50ml
IBERIA,03-09-2025 16:53:25,Abarrotes,CARNE BLANCA FINA SOLAMOYA,90.0,188,CARNE BLANCA FINA,,SOLAMOYA,
IBERIA,03-09-2025 16:53:25,Abarrotes,CATCHUP PICANTE LA FAMOSA /14 OZ,75.0,191,CATCHUP PICANTE,LA FAMOSA,LA FAMOSA,14 Oz
IBERIA,03-09-2025 16:53:25,Abarrotes,CARNE DE SOYA NEGRA FINA SOLAMOYA,95.0,189,CARNE DE SOYA NEGRA FINA,SOLAMOYA,SOLAMOYA,
IBERIA,03-09-2025 16:53:25,Abarrotes,CARNE DE SOYA NEGRA/BLANCA EBENEZER,125.0,190,CARNE DE SOYA NEGRA/BLANCA,,EBENEZER,
IBERIA,03-09-2025 16:53:25,Abarrotes,CATCHUP VICTORINA DOYPACK 24/397 GR,65.0,192,CATCHUP,VICTORINA DOYPACK,VICTORINA,24x397 GR
IBERIA,03-09-2025 16:53:25,Abarrotes,CDC COLGATE MFP 100ML,155.0,194,CDC Colgate,MFP,Colgate,100ml
IBERIA,03-09-2025 16:53:25,Abarrotes,CEBOLLA AMARILLA LB,47.0,195,CEBOLLA AMARILLA,,,LB
IBERIA,03-09-2025 16:53:25,Abarrotes,CATCHUP VICTORINA PLASTICO 27/18OZ,110.0,193,CATCHUP,VICTORINA PLASTICO 27/18OZ,VICTORINA,27/18 oz
IBERIA,03-09-2025 16:53:25,Abarrotes,CELORRIO GARBANZOS PRIMERA 560 G,70.0,197,Garbanzos,Primera calidad,Celorrio,560 g
IBERIA,03-09-2025 16:53:25,Abarrotes,CEBOLLA ROJA LB,47.0,196,CEBOLLA ROJA,,,LB
IBERIA,03-09-2025 16:53:25,Abarrotes,CERVEZA PRESIDENTE LIGHT 12OZ,110.0,199,CERVEZA PRESIDENTE LIGHT,,PRESIDENTE,12OZ
IBERIA,03-09-2025 16:53:25,Abarrotes,CEREAL FITNESS FRUITS 350GR. 12.34 OZ.,305.0,198,CEREAL FITNESS,FRUITS,,"350GR, 12.34 OZ"
IBERIA,03-09-2025 17:04:46,Abarrotes,CERVEZA PRESIDENTE NORMAL 12 OZ,110.0,200,CERVEZA PRESIDENTE,NORMAL,PRESIDENTE,12 OZ
IBERIA,03-09-2025 17:04:46,Abarrotes,CHACHUP PLASTICO VICTORINA 24/15OZ,85.0,201,Chachup,Plastico Victorina,Victorina,24/15Oz
IBERIA,03-09-2025 17:04:46,Abarrotes,CHAMPIÑONES ENTEROS ROLAND /4 OZ,90.0,202,CHAMPIÑONES ENTEROS,ROLAND,ROLAND,4 OZ
IBERIA,03-09-2025 17:04:46,Abarrotes,CHAMPIÑONES REBANADOS ROLAND / 4 OZ,75.0,203,CHAMPIÑONES REBANADOS,,ROLAND,4 OZ
IBERIA,03-09-2025 17:04:46,Abarrotes,CHEETOS CORN PUFFS 255 GRS,255.0,205,Cheetos Corn Puffs,,Cheetos,255 grs
IBERIA,03-09-2025 17:04:46,Abarrotes,CHEETOS CHEDDAR JALAPEÑO,255.0,204,CHEETOS,CHEDDAR JALAPEÑO,,
IBERIA,03-09-2025 17:04:46,Abarrotes,CHEF BOYARDEE CHEESE RAVIOLI 15.OZ,145.0,206,CHEESE RAVIOLI,,CHEF BOYARDEE,15.OZ
IBERIA,03-09-2025 17:04:46,Abarrotes,CHERRY STAR ATUN SOLIDO ACEITE 5 OZ,130.0,209,ATUN SOLIDO,"CHERRY STAR, en aceite",CHERRY STAR,5 oz
IBERIA,03-09-2025 17:04:46,Abarrotes,CHEF BOYARDEE SPAGUETTIS CON CARNE 14.5,140.0,207,SPAGUETTIS CON CARNE,,CHEF BOYARDEE,14.5oz
IBERIA,03-09-2025 17:04:46,Abarrotes,CHERRY STAR ATUN EN AGUA 3.3 OZ,80.0,208,ATUN EN AGUA,CHERRY STAR,CHERRY STAR,3.3 OZ
IBERIA,03-09-2025 17:04:46,Abarrotes,CHERRY STAR ATUN TROZOS ACEITE 5 OZ,145.0,210,CHERRY STAR ATUN,TROZOS EN ACEITE,CHERRY STAR,5 OZ
IBERIA,03-09-2025 17:04:46,Abarrotes,CHIA ORGANICA 8 OZ,305.0,212,CHIA ORGANICA,,,8 OZ
IBERIA,03-09-2025 17:04:46,Abarrotes,CHERRY STAR ATUN TROZOS AGUA 5 OZ,145.0,211,CHERRY STAR ATUN,TROZOS AGUA,CHERRY STAR,5 OZ
IBERIA,03-09-2025 17:04:46,Abarrotes,CHIA PRO EDEN 8 ONZ,230.0,213,CHIA PRO EDEN,,EDEN,8 ONZ
IBERIA,03-09-2025 17:04:46,Abarrotes,CHIVAS REGAL 12 ANOS WHISKY 750 ML,1950.0,214,CHIVAS REGAL 12 ANOS,WHISKY,CHIVAS,750 ML
IBERIA,03-09-2025 17:04:46,Abarrotes,CHOCO RICA 500 ML PET (16.9FL.OZ),57.0,216,CHOCO RICA,,CHOCO RICA,500 ML (16.9 FL.OZ)
IBERIA,03-09-2025 17:04:46,Abarrotes,CHOCO RICA SIX PACK 200 ML,175.0,217,CHOCO RICA,SIX PACK,Choco Rica,6 unidades
IBERIA,03-09-2025 17:04:46,Abarrotes,CHOCO KRISPIS 28X290 GR,220.0,215,CHOCO KRISPIS,,,28x290 gr
IBERIA,03-09-2025 17:04:46,Abarrotes,CHOCOLATE EMBAJADOR 10UD,120.0,218,EMBAJADOR,CHOCOLATE,EMBAJADOR,10UD
IBERIA,03-09-2025 17:04:46,Abarrotes,CHOCOLATE EMBAJADOR CON CANELA 10 UD,120.0,220,CHOCOLATE EMBAJADOR CON CANELA,con canela,Embaizador,10 UD
IBERIA,03-09-2025 17:04:46,Abarrotes,CHOCOLITAS EL REY 16/360GR REF:1218,130.0,222,Chocolitas El Rey,,El Rey,360 gr
IBERIA,03-09-2025 17:04:46,Abarrotes,CHOCOLINA 12/1 / 16 OZ,175.0,221,Chocolina,,"No especificado, pero puede ser una marca genérica o popular de Chocolina","12 unidades por paquete, cada unidad es de 16 oz"
IBERIA,03-09-2025 17:04:46,Abarrotes,CHOCOLATE EMBAJADOR 12/60,12.0,219,EMBAJADOR,CHOCOLATE,EMBAJADOR,12/unidad(s) de 60
IBERIA,03-09-2025 17:04:46,Abarrotes,CHOCORICA 1LT PET #457,105.0,224,CHOCORICA,,,1LT
IBERIA,03-09-2025 17:04:46,Abarrotes,CIRIO FILETE DE TOMATE 14.5OZ (411G),160.0,226,FILETE DE TOMATE,,CIRIO,411g
IBERIA,03-09-2025 17:04:46,Abarrotes,CHOCOLITAS EL REY 8/1000GR,235.0,223,Chocolitas,El Rey,,8 x 1000gr
IBERIA,03-09-2025 17:04:46,Abarrotes,CHULETA AHUMADA LB,130.0,225,Chuleta Ahumada,,,LB
IBERIA,03-09-2025 17:04:46,Abarrotes,CIRIO SALSA RUSTICI NAPOLETANA 420 GR,155.0,228,Salsa Rustici Napoletana,,Cirio,420 gr
IBERIA,03-09-2025 17:04:46,Abarrotes,CIRIO PASSATA PASTA CARTON 6/1 LT,195.0,227,PASSATA,PASTA en formato de cartón,CIRIO,6 x 1 LT
IBERIA,03-09-2025 17:04:46,Abarrotes,CLAVO DULCE ESPECIAS DE ORIENTE /85 GR,135.0,230,Clavo Dulce,Especias de Oriente,,85 GR
IBERIA,03-09-2025 17:04:46,Abarrotes,CIRIO TOMATE TRITURADO12/400 G.,100.0,229,TOMATO PASTE,,Cirio,400 g
IBERIA,03-09-2025 17:04:46,Abarrotes,CLORO CLOROX 128 OZ,155.0,231,CLORO,,CLOROX,128 OZ
IBERIA,03-09-2025 17:04:46,Abarrotes,CLUB MAX GUARINA 40G 24/9,70.0,232,GUARINA, CLUB MAX,CLUB MAX,40g
IBERIA,03-09-2025 17:04:46,Abarrotes,CLUB SOCIAL INTEGRAL 234 GRS,80.0,233,CLUB SOCIAL INTEGRAL,,,234 grs
IBERIA,03-09-2025 17:04:46,Abarrotes,COCA COLA REFRESCO 2 LT,90.0,237,REFRESCO,,COCA COLA,2 LT
IBERIA,03-09-2025 17:04:46,Abarrotes,COCA COLA LATA 12OZ (335ML),65.0,236,Coca Cola,Lata,Coca Cola,12oz (335ml)
IBERIA,03-09-2025 17:04:46,Abarrotes,CLUB SOCIAL INTEGRAL ARROZ SILVESTRE,75.0,234,ARROZ SILVESTRE,,CLUB SOCIAL INTEGRAL,
IBERIA,03-09-2025 17:04:46,Abarrotes,COCA COLA 16 OZ(500ML).,35.0,235,Coca Cola,Refresco de cola en lata/botella,Coca Cola,16 oz (equivalente a 500 ml)
IBERIA,03-09-2025 16:49:50,Abarrotes,1 LIBRA CAFE EN/GRANO CARACOLILLO SANT.D,335.0,1,CAFE,"en grano, caracolillo, Santander",,1 libra
IBERIA,03-09-2025 17:04:46,Abarrotes,COCA COLA S/AZUCAR 2 LT,90.0,238,Coca Cola,Sin azúcar,Coca Cola,2 Lt
IBERIA,03-09-2025 16:49:50,Abarrotes,19 CRIMES THE BARNISHED 12/750ML,1450.0,2,CRIMES THE BARNISHED,,19,12x750ml
IBERIA,03-09-2025 17:04:46,Abarrotes,COCO SECO,58.0,239,COCO SECO,,,
IBERIA,03-09-2025 17:04:46,Abarrotes,COCOA NUTRIENTE ( SOLAMOYA ) SOBRE / 16,145.0,240,COCOA NUTRIENTE,(SOLAMOYA),SOLAMOYA,16 UNIDADES
IBERIA,03-09-2025 17:04:46,Abarrotes,COCOA SOBRINO POMO VITAMINADO 8 OZ,130.0,242,Cocoa Sobrino Pomo Vitaminado,Vitaminado,Sobrino,8 oz
IBERIA,03-09-2025 17:04:46,Abarrotes,COCOA SOBRINO NATURAL 12/8 OZ SO,220.0,241,COCOA SOBRINO NATURAL,,SOBRINO,12/8 OZ
IBERIA,03-09-2025 17:04:46,Abarrotes,COFFE MATE ORIGINAL 9X300ML,115.0,244,COFFE MATE ORIGINAL,,MATE,9X300ml
IBERIA,03-09-2025 17:04:46,Abarrotes,COFFEE MATE ORIGILNAL NESTLE 170G,175.0,245,COFFEE MATE ORIGINAL,,NESTLE,170g
IBERIA,03-09-2025 17:04:46,Abarrotes,COCOA-SOBRINO POMO VITAMINADO 12/16,230.0,243,Cocoa Sobrino Pomо Vitaminado,,Sobrino,"12/16 (probablemente unidades por empaque, pero la unidad específica no está clara en la descripción)"
IBERIA,03-09-2025 17:04:46,Abarrotes,COFFEE-MATE AVELLANA 6X15OZ,355.0,246,COFFEE-MATE AVELLANA,,COFFEE-MATE,6x15oz
IBERIA,03-09-2025 17:04:46,Abarrotes,COFFEE-MATE CARAMEL LATTE 6X15OZ,355.0,247,COFFEE-MATE CARAMEL LATTE,,COFFEE-MATE,6x15oz
IBERIA,03-09-2025 17:04:46,Abarrotes,COFFEE-MATE NESTLE ORIG. SPANISH 12/624,395.0,248,COFFEE-MATE,ORIG. SPANISH,NESTLE,12/624
IBERIA,03-09-2025 16:49:50,Abarrotes,A H BAKING SODA 8 OZ.,90.0,3,BAKING SODA,,A H,8 OZ
IBERIA,03-09-2025 17:16:03,Abarrotes,EBEN-EZER CURCUMA 4 OZ.,165.0,377,CURCUMA,,EBEN-EZER,4 OZ
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HAB. BLANCAS 15 OZ,100.0,566,Habichuelas Blancas,,Goya,15 oz
IBERIA,03-09-2025 17:04:46,Abarrotes,COFFEEE-MATE VAINILLA 9X300ML DO,115.0,249,COFFEEE-MATE VAINILLA,,COFFEEE-MATE,9X300ML
IBERIA,03-09-2025 17:04:46,Abarrotes,CONDE DE MONTERROSO CRIANZA 750 ML,395.0,250,CONDE DE MONTERROSO CRIANZA,,,750 ML
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA SALSA PICANTE 12 OZ,140.0,629,Salsa Picante,,Goya,12 Oz
IBERIA,03-09-2025 18:12:21,Abarrotes,LA GAITA ESPUMOSA S/ALCOHOL 75ML.,170.0,818,ESPUMOSA S/ALCOHOL,,LA GAITA,75ML
IBERIA,03-09-2025 18:34:53,Abarrotes,NESQUIK CHOCOLATE POWDER CAN 400G,240.0,1070,NESQUIK,CHOCOLATE POWDER,NESQUIK,400G
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HAB. NEGRAS 10.5 OZ,55.0,567,Habichuelas Negras,,Goya,10.5 oz
IBERIA,03-09-2025 17:16:03,Abarrotes,EBEN-EZER CURCUMA 6OZ,285.0,378,CURCUMA,,EBEN-EZER,6OZ
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA SALSA PICANTE 6 OZ,80.0,630,Salsa Picante,,Goya,6 Oz
IBERIA,03-09-2025 18:12:21,Abarrotes,LA GAITA SIDRA ASTURIANA 4.1 % 0.70L.,150.0,819,LA GAITA,SIDRA ASTURIANA 4.1%,LA GAITA,0.70L
IBERIA,03-09-2025 17:16:03,Abarrotes,EL CHEFF VINO BLANCO P/COCINAR 700 ML,195.0,379,Vino Blanco,Para Cocinar,EL CHEFF,700 ml
IBERIA,03-09-2025 18:34:53,Abarrotes,NESQUIK CHOCOLATE READY TO DRINK 200 ML,34.0,1071,NESQUIK,CHOCOLATE READY TO DRINK,NESQUIK,200 ML
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HAB. NEGRAS 15 OZ,85.0,568,Habichuelas Negras,,Goya,15 oz
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA SALSA SALSA PICANTE 3 OZ,53.0,631,Salsa Picante,,Goya,3 oz
IBERIA,03-09-2025 18:12:21,Abarrotes,LA GAITA SIDRA ROSADA 750 ML,180.0,820,SIDRA ROSADA,,LA GAITA,750 ML
IBERIA,03-09-2025 18:34:53,Abarrotes,NESQUIK FRESA RTD 200 ML DO,38.0,1072,NESQUIK FRESA,RTD,NESQUIK,200 ML
IBERIA,03-09-2025 17:16:03,Abarrotes,EL CHEFF VINO TINTO P/COCINAR 12/700,195.0,380,Vino tinto,Para cocinar,EL CHEFF,12 botellas de 700
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HAB. NEGRAS 29 OZ,150.0,569,Habichuelas Negras,,Goya,29 oz
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA SAZON AZAFRAN 1.41 OZ,85.0,632,Sazon Azafrán,,Goya,1.41 oz
IBERIA,03-09-2025 18:12:21,Abarrotes,LA GARZA ARROZ 10 LB,450.0,821,ARROZ,,LA GARZA,10 LB
IBERIA,03-09-2025 18:34:53,Abarrotes,NESQUIK SABOR A FRESA 400 GRS.,235.0,1073,NESQUIK,Sabor a fresa,NESQUIK,400 grs
IBERIA,03-09-2025 17:16:03,Abarrotes,EL GAITERO CHIP DE MANZANA,160.0,381,CHIP DE MANZANA,,EL GAITERO,
IBERIA,03-09-2025 17:49:52,Abarrotes,GOYA SAZON CON AZAFRAN 0.88 OZ,43.0,633,Sazon,con azafrán,Goya,0.88 oz
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA HAB. ROJAS KIDNEY 29 OZ,150.0,570,Habichuelas rojas kidney,Producto enlatado,Goya,29 oz
IBERIA,03-09-2025 18:12:21,Abarrotes,LA JOYA ACEITE DE SOYA 64 0Z.,300.0,822,ACEITE DE SOYA,,LA JOYA,64 OZ
